period,date,front1,front2,front3,front4,front5,back1,back2
14101,2014-08-30,9,10,12,17,28,3,11
14100,2014-08-27,2,4,8,12,35,1,7
14099,2014-08-25,15,21,22,23,33,1,7
14098,2014-08-23,16,18,22,25,35,3,10
14097,2014-08-20,3,15,20,21,23,7,9
14096,2014-08-18,3,7,21,23,31,5,10
14095,2014-08-16,6,22,30,31,34,5,6
14094,2014-08-13,13,14,24,25,34,4,7
14093,2014-08-11,3,8,30,32,34,9,11
14092,2014-08-09,2,18,27,30,32,5,11
14091,2014-08-06,10,16,18,29,32,2,7
14090,2014-08-04,2,3,20,23,28,6,8
14089,2014-08-02,2,8,12,29,30,7,12
14088,2014-07-30,7,13,20,25,26,8,11
14087,2014-07-28,4,7,31,33,35,9,10
14086,2014-07-26,6,8,27,29,35,3,9
14085,2014-07-23,6,12,13,25,29,11,12
14084,2014-07-21,2,7,9,11,28,5,9
14083,2014-07-19,18,20,24,33,35,5,10
14082,2014-07-16,1,8,18,23,25,8,12
14081,2014-07-14,3,5,8,10,25,9,12
14080,2014-07-12,17,20,23,25,27,3,10
14079,2014-07-09,9,10,20,31,32,6,10
14078,2014-07-07,10,15,16,22,28,4,5
14077,2014-07-05,9,16,26,31,32,1,5
14076,2014-07-02,5,10,19,31,32,9,10
14075,2014-06-30,5,7,29,32,35,4,10
14074,2014-06-28,6,11,22,27,30,5,11
14073,2014-06-25,4,5,7,13,35,5,6
14072,2014-06-23,17,19,22,24,30,2,9
14071,2014-06-21,4,14,15,22,23,1,7
14070,2014-06-18,1,2,7,10,32,4,12
14069,2014-06-16,16,22,27,29,31,2,9
14068,2014-06-14,5,15,24,29,35,5,6
14067,2014-06-11,3,18,23,24,31,3,7
14066,2014-06-09,8,14,16,20,31,3,11
14065,2014-06-07,7,12,19,31,33,7,12
14064,2014-06-04,8,15,33,34,35,1,8
14063,2014-06-02,11,17,21,23,34,3,4
14062,2014-05-31,4,7,17,24,25,2,4
14061,2014-05-28,4,11,17,20,29,6,10
14060,2014-05-26,12,22,29,30,34,5,11
14059,2014-05-24,7,15,17,25,29,4,11
14058,2014-05-21,9,15,22,24,26,2,7
14057,2014-05-19,8,10,20,27,33,1,9
14056,2014-05-17,12,18,28,29,35,7,8
14055,2014-05-14,4,23,26,27,35,10,11
14054,2014-05-12,2,3,20,25,34,1,12
14053,2014-05-10,2,11,17,27,30,3,4
14052,2014-05-07,14,19,21,24,30,2,7
14051,2014-05-05,1,7,11,29,30,3,11
14050,2014-05-03,10,18,27,28,35,1,6
14049,2014-04-30,3,15,17,22,31,3,5
14048,2014-04-28,1,2,5,15,35,1,11
14047,2014-04-26,6,17,18,30,34,6,12
14046,2014-04-23,3,15,18,21,26,1,6
14045,2014-04-21,6,10,12,16,30,2,11
14044,2014-04-19,22,23,25,27,35,3,11
14043,2014-04-16,1,11,23,29,30,1,12
14042,2014-04-14,16,21,25,27,35,6,11
14041,2014-04-12,5,7,11,15,18,5,12
14040,2014-04-09,12,15,21,30,33,2,8
14039,2014-04-07,2,5,11,15,20,8,11
14038,2014-04-05,7,8,12,20,32,3,5
14037,2014-04-02,3,4,8,19,34,2,4
14036,2014-03-31,1,2,12,17,29,3,8
14035,2014-03-29,9,12,14,28,29,3,10
14034,2014-03-26,3,11,14,27,32,5,7
14033,2014-03-24,1,7,8,28,29,4,8
14032,2014-03-22,2,5,6,9,31,2,9
14031,2014-03-19,6,15,27,32,33,3,4
14030,2014-03-17,3,14,18,29,35,11,12
14029,2014-03-15,3,21,22,23,35,5,9
14028,2014-03-12,3,10,20,25,30,10,12
14027,2014-03-10,9,10,24,28,29,10,12
14026,2014-03-08,5,10,12,15,26,4,8
14025,2014-03-05,19,20,27,32,34,6,8
14024,2014-03-03,7,11,15,31,32,6,11
14023,2014-03-01,4,13,15,29,33,5,9
14022,2014-02-26,3,6,10,16,25,10,11
14021,2014-02-24,6,10,17,23,24,3,9
14020,2014-02-22,1,14,17,30,35,6,7
14019,2014-02-19,7,12,22,29,32,11,12
14018,2014-02-17,8,9,12,28,34,2,12
14017,2014-02-15,5,10,11,23,34,1,10
14016,2014-02-12,4,6,13,24,34,4,9
14015,2014-02-10,4,6,18,20,30,5,7
14014,2014-02-08,1,9,11,27,29,3,11
14013,2014-01-29,10,11,13,22,28,4,12
14012,2014-01-27,9,20,21,23,29,5,7
14011,2014-01-25,4,6,14,24,35,7,12
14010,2014-01-22,5,10,20,26,27,1,3
14009,2014-01-20,10,18,25,29,33,7,8
14008,2014-01-18,11,13,20,28,35,1,5
14007,2014-01-15,8,11,14,21,32,3,11
14006,2014-01-13,1,4,7,16,35,6,8
14005,2014-01-11,15,17,18,29,33,4,8
14004,2014-01-08,7,10,19,27,28,9,12
14003,2014-01-06,7,11,13,21,33,5,6
14002,2014-01-04,1,12,21,24,29,1,7
14001,2014-01-01,5,13,20,23,29,8,11
13153,2013-12-30,4,5,16,17,30,3,9
13152,2013-12-28,9,12,14,18,19,3,9
13151,2013-12-25,2,13,21,27,30,3,4
13150,2013-12-23,6,7,14,18,22,8,11
13149,2013-12-21,6,7,8,9,13,5,7
13148,2013-12-18,2,5,9,29,32,3,7
13147,2013-12-16,3,9,22,24,25,5,9
13146,2013-12-14,6,7,15,25,31,1,9
13145,2013-12-11,2,13,15,18,20,2,11
13144,2013-12-09,3,20,21,23,35,2,8
13143,2013-12-07,3,8,14,21,31,6,8
13142,2013-12-04,6,11,25,28,29,4,12
13141,2013-12-02,5,15,18,25,31,8,10
13140,2013-11-30,1,12,17,26,28,1,6
13139,2013-11-27,5,6,18,20,31,6,7
13138,2013-11-25,3,8,13,17,24,7,9
13137,2013-11-23,4,12,32,33,34,6,8
13136,2013-11-20,5,11,15,25,28,5,11
13135,2013-11-18,4,13,19,25,26,7,12
13134,2013-11-16,2,13,19,23,32,2,9
13133,2013-11-13,2,8,10,16,17,9,12
13132,2013-11-11,23,26,28,31,34,2,10
13131,2013-11-09,12,15,29,30,31,4,12
13130,2013-11-06,8,9,15,19,30,6,9
13129,2013-11-04,11,23,29,30,33,1,4
13128,2013-11-02,11,13,27,33,35,1,2
13127,2013-10-30,3,14,16,19,32,5,10
13126,2013-10-28,9,10,15,18,30,3,6
13125,2013-10-26,4,8,14,23,28,4,8
13124,2013-10-23,5,7,18,21,32,10,11
13123,2013-10-21,2,9,10,33,34,5,12
13122,2013-10-19,15,17,20,24,35,4,12
13121,2013-10-16,3,18,19,20,24,3,12
13120,2013-10-14,6,14,15,22,26,3,11
13119,2013-10-12,1,2,16,23,35,1,11
13118,2013-10-09,4,6,11,20,31,1,5
13117,2013-10-07,5,16,23,25,33,7,12
13116,2013-10-05,13,22,23,30,33,9,11
13115,2013-10-02,5,16,29,32,34,4,11
13114,2013-09-30,6,17,21,23,33,1,9
13113,2013-09-28,19,21,23,28,30,8,12
13112,2013-09-25,2,10,20,22,29,5,12
13111,2013-09-23,7,12,13,20,27,1,3
13110,2013-09-21,7,16,18,32,33,2,7
13109,2013-09-18,13,20,26,29,32,2,6
13108,2013-09-16,5,10,13,15,18,2,11
13107,2013-09-14,7,13,14,18,25,5,12
13106,2013-09-11,6,7,12,13,27,3,12
13105,2013-09-09,7,13,27,30,34,1,12
13104,2013-09-07,2,5,11,27,29,1,11
13103,2013-09-04,5,8,13,16,31,3,9
13102,2013-09-02,6,12,15,19,26,2,11
13101,2013-08-31,4,9,13,15,32,2,9
13100,2013-08-28,9,12,24,26,30,5,9
13099,2013-08-26,4,11,28,30,33,5,12
13098,2013-08-24,2,6,16,29,34,10,11
13097,2013-08-21,7,8,13,17,32,3,8
13096,2013-08-19,17,19,20,22,26,6,8
13095,2013-08-17,3,17,28,30,33,1,10
13094,2013-08-14,3,28,33,34,35,6,9
13093,2013-08-12,1,5,17,18,26,5,7
13092,2013-08-10,7,10,21,27,33,3,9
13091,2013-08-07,4,9,28,34,35,2,8
13090,2013-08-05,2,26,30,31,33,11,12
13089,2013-08-03,6,7,23,24,29,4,11
13088,2013-07-31,3,5,8,33,35,1,3
13087,2013-07-29,9,12,22,32,34,2,4
13086,2013-07-27,9,16,26,29,31,6,9
13085,2013-07-24,8,19,23,27,32,3,5
13084,2013-07-22,8,22,26,29,35,1,5
13083,2013-07-20,26,29,30,32,35,4,10
13082,2013-07-17,3,9,25,26,33,3,12
13081,2013-07-15,7,9,15,17,23,2,7
13080,2013-07-13,6,21,23,27,31,4,6
13079,2013-07-10,9,10,17,21,34,1,7
13078,2013-07-08,2,7,23,31,33,2,8
13077,2013-07-06,24,26,30,32,35,6,12
13076,2013-07-03,13,15,16,26,27,9,10
13075,2013-07-01,1,11,13,19,35,7,8
13074,2013-06-29,6,14,20,24,32,1,7
13073,2013-06-26,3,5,23,27,31,2,6
13072,2013-06-24,12,27,28,33,35,3,5
13071,2013-06-22,13,19,26,27,28,3,11
13070,2013-06-19,9,12,18,21,29,1,8
13069,2013-06-17,6,12,13,16,30,7,12
13068,2013-06-15,10,17,27,34,35,5,7
13067,2013-06-12,2,3,5,8,29,10,12
13066,2013-06-10,6,7,13,33,34,2,11
13065,2013-06-08,9,28,31,34,35,2,9
13064,2013-06-05,21,24,26,28,32,1,3
13063,2013-06-03,3,5,11,27,28,5,6
13062,2013-06-01,1,5,8,9,12,9,12
13061,2013-05-29,1,14,18,21,32,5,10
13060,2013-05-27,15,25,26,32,35,5,10
13059,2013-05-25,3,8,11,24,27,7,12
13058,2013-05-22,20,21,27,31,35,7,11
13057,2013-05-20,7,15,27,33,35,7,10
13056,2013-05-18,11,22,30,32,35,3,4
13055,2013-05-15,4,5,22,23,24,3,9
13054,2013-05-13,5,8,21,30,32,1,8
13053,2013-05-11,13,31,33,34,35,5,7
13052,2013-05-08,1,2,10,29,31,1,10
13051,2013-05-06,5,8,15,18,33,7,8
13050,2013-05-04,14,22,30,32,33,7,8
13049,2013-05-01,18,22,25,31,32,4,6
13048,2013-04-29,10,11,23,32,33,1,4
13047,2013-04-27,12,20,28,30,35,3,11
13046,2013-04-24,15,16,19,25,32,5,11
13045,2013-04-22,8,11,12,21,25,2,7
13044,2013-04-20,7,11,13,18,28,5,10
13043,2013-04-17,7,13,25,34,35,7,9
13042,2013-04-15,2,6,22,23,33,1,6
13041,2013-04-13,3,13,14,15,34,5,8
13040,2013-04-10,16,17,22,26,35,3,10
13039,2013-04-08,6,23,30,33,35,7,10
13038,2013-04-06,1,19,24,25,26,7,9
13037,2013-04-03,2,26,31,32,34,6,8
13036,2013-04-01,8,12,32,33,35,3,5
13035,2013-03-30,5,14,28,32,34,7,8
13034,2013-03-27,1,3,11,19,29,4,8
13033,2013-03-25,12,18,22,28,31,1,11
13032,2013-03-23,12,27,28,33,35,1,8
13031,2013-03-20,12,17,18,26,32,10,11
13030,2013-03-18,3,5,9,10,28,5,7
13029,2013-03-16,5,7,17,25,26,4,10
13028,2013-03-13,13,19,28,30,34,8,12
13027,2013-03-11,3,12,14,24,35,3,8
13026,2013-03-09,2,10,16,30,33,5,6
13025,2013-03-06,3,23,25,26,28,10,12
13024,2013-03-04,9,12,14,18,24,1,4
13023,2013-03-02,5,19,24,26,35,5,7
13022,2013-02-27,3,4,13,17,23,3,8
13021,2013-02-25,23,24,28,30,33,1,11
13020,2013-02-23,6,11,20,31,32,5,9
13019,2013-02-20,6,12,17,29,30,7,11
13018,2013-02-18,20,23,31,33,34,3,9
13017,2013-02-16,11,14,22,29,34,5,11
13016,2013-02-06,5,15,19,27,32,8,9
13015,2013-02-04,14,15,26,32,33,1,11
13014,2013-02-02,5,8,25,29,31,2,4
13013,2013-01-30,13,15,29,30,35,1,11
13012,2013-01-28,1,14,31,32,34,2,11
13011,2013-01-26,1,2,8,15,23,6,9
13010,2013-01-23,9,15,17,18,29,9,11
13009,2013-01-21,10,17,19,27,29,5,12
13008,2013-01-19,2,7,25,29,34,3,6
13007,2013-01-16,14,29,32,33,34,3,6
13006,2013-01-14,8,20,25,31,32,5,7
13005,2013-01-12,18,22,26,28,31,10,12
13004,2013-01-09,7,8,12,20,25,3,7
13003,2013-01-07,1,16,18,21,31,9,12
13002,2013-01-05,4,20,27,31,32,6,12
13001,2013-01-02,6,9,11,31,32,5,11
12154,2012-12-31,3,26,27,31,32,3,9
12153,2012-12-29,8,9,10,13,22,5,10
12152,2012-12-26,4,17,26,33,34,2,8
12151,2012-12-24,3,19,20,24,33,3,4
12150,2012-12-22,2,14,18,24,31,2,3
12149,2012-12-19,2,10,23,33,34,5,10
12148,2012-12-17,4,16,27,29,34,6,11
12147,2012-12-15,2,3,17,19,33,2,9
12146,2012-12-12,1,10,13,17,26,6,8
12145,2012-12-10,5,22,31,33,35,6,9
12144,2012-12-08,11,13,14,21,29,1,10
12143,2012-12-05,9,27,29,30,31,3,6
12142,2012-12-03,15,19,29,34,35,7,10
12141,2012-12-01,3,11,19,23,34,2,12
12140,2012-11-28,7,17,27,28,29,9,10
12139,2012-11-26,9,10,12,22,25,4,11
12138,2012-11-24,13,17,27,31,33,6,12
12137,2012-11-21,3,12,20,21,27,1,6
12136,2012-11-19,2,23,29,30,31,1,4
12135,2012-11-17,3,5,17,18,33,6,7
12134,2012-11-14,1,6,18,32,35,2,7
12133,2012-11-12,5,7,13,29,30,1,5
12132,2012-11-10,5,8,21,25,33,1,11
12131,2012-11-07,2,16,18,27,30,8,12
12130,2012-11-05,14,19,23,29,30,6,7
12129,2012-11-03,1,7,21,28,31,3,9
12128,2012-10-31,9,10,19,30,31,4,11
12127,2012-10-29,12,13,14,25,35,10,12
12126,2012-10-27,13,14,21,28,29,5,10
12125,2012-10-24,6,14,17,22,35,1,2
12124,2012-10-22,7,11,19,20,35,5,10
12123,2012-10-20,5,8,18,30,33,1,9
12122,2012-10-17,23,24,25,29,31,3,12
12121,2012-10-15,7,18,20,29,30,5,6
12120,2012-10-13,2,10,21,23,29,3,4
12119,2012-10-10,5,6,9,19,32,6,9
12118,2012-10-08,5,17,25,30,33,1,12
12117,2012-10-06,1,12,18,21,33,7,8
12116,2012-10-03,1,11,18,20,22,7,10
12115,2012-10-01,1,6,13,19,23,6,9
12114,2012-09-29,3,6,21,33,35,1,7
12113,2012-09-26,3,10,22,27,29,3,12
12112,2012-09-24,1,2,28,31,35,5,7
12111,2012-09-22,1,24,25,30,33,4,11
12110,2012-09-19,1,11,17,19,26,5,12
12109,2012-09-17,1,22,30,32,35,9,11
12108,2012-09-15,6,7,12,24,35,2,6
12107,2012-09-12,4,7,9,22,33,1,3
12106,2012-09-10,15,23,25,29,31,9,10
12105,2012-09-08,5,6,14,15,31,6,8
12104,2012-09-05,16,18,24,25,27,4,9
12103,2012-09-03,2,9,18,23,24,1,4
12102,2012-09-01,2,4,6,13,35,4,8
12101,2012-08-29,2,5,8,9,31,3,7
12100,2012-08-27,7,9,13,19,27,1,3
12099,2012-08-25,12,18,24,25,32,2,12
12098,2012-08-22,2,11,28,29,30,6,12
12097,2012-08-20,9,17,24,29,32,1,2
12096,2012-08-18,5,10,19,24,35,8,9
12095,2012-08-15,6,9,22,27,30,8,12
12094,2012-08-13,2,14,23,32,35,1,10
12093,2012-08-11,2,16,21,31,33,4,11
12092,2012-08-08,8,9,23,25,31,2,12
12091,2012-08-06,3,10,28,31,33,1,9
12090,2012-08-04,2,21,27,29,33,2,10
12089,2012-08-01,6,12,21,29,32,6,11
12088,2012-07-30,13,17,24,30,35,2,10
12087,2012-07-28,1,6,7,21,31,4,11
12086,2012-07-25,3,20,25,29,32,5,10
12085,2012-07-23,7,18,29,31,33,10,12
12084,2012-07-21,21,24,27,29,31,1,2
12083,2012-07-18,16,19,28,29,31,5,8
12082,2012-07-16,2,4,9,10,15,8,10
12081,2012-07-14,10,16,17,30,35,1,8
12080,2012-07-11,11,12,14,25,28,2,5
12079,2012-07-09,1,5,25,32,33,1,10
12078,2012-07-07,1,2,23,25,35,5,12
12077,2012-07-04,10,30,32,33,34,2,3
12076,2012-07-02,2,14,16,22,24,2,5
12075,2012-06-30,7,9,10,18,22,5,10
12074,2012-06-27,10,22,23,30,32,1,7
12073,2012-06-25,18,23,29,33,34,2,7
12072,2012-06-23,4,8,17,22,25,4,10
12071,2012-06-20,13,23,29,31,34,6,8
12070,2012-06-18,9,22,23,32,34,6,8
12069,2012-06-16,2,4,22,25,34,2,11
12068,2012-06-13,1,21,31,32,35,3,6
12067,2012-06-11,20,22,27,30,33,1,2
12066,2012-06-09,1,20,25,29,33,4,6
12065,2012-06-06,10,22,28,29,34,5,11
12064,2012-06-04,9,12,13,15,30,9,10
12063,2012-06-02,11,25,26,29,35,1,2
12062,2012-05-30,21,32,33,34,35,8,9
12061,2012-05-28,5,10,14,27,33,7,9
12060,2012-05-26,2,16,21,24,30,6,10
12059,2012-05-23,9,13,19,21,27,3,4
12058,2012-05-21,13,21,29,31,35,4,12
12057,2012-05-19,1,2,14,33,34,3,5
12056,2012-05-16,11,21,23,26,34,7,9
12055,2012-05-14,7,22,26,32,33,1,8
12054,2012-05-12,1,16,18,27,30,10,11
12053,2012-05-09,11,12,26,28,31,7,12
12052,2012-05-07,10,20,26,31,33,10,12
12051,2012-05-05,1,2,17,18,33,5,12
12050,2012-05-02,13,17,22,28,29,1,10
12049,2012-04-30,9,18,22,27,31,10,12
12048,2012-04-28,6,9,26,30,35,5,6
12047,2012-04-25,5,7,17,30,34,3,10
12046,2012-04-23,4,8,19,23,27,4,11
12045,2012-04-21,5,11,17,20,28,11,12
12044,2012-04-18,3,4,14,32,35,1,2
12043,2012-04-16,1,6,25,31,34,3,9
12042,2012-04-14,7,24,27,28,35,7,12
12041,2012-04-11,1,2,13,22,23,2,10
12040,2012-04-09,2,13,23,28,29,1,5
12039,2012-04-07,15,21,22,24,35,1,5
12038,2012-04-04,11,23,25,31,35,1,3
12037,2012-04-02,9,13,27,31,35,3,10
12036,2012-03-31,1,9,20,30,31,8,12
12035,2012-03-28,1,4,30,32,35,8,12
12034,2012-03-26,1,8,15,16,29,8,9
12033,2012-03-24,8,13,19,27,32,1,8
12032,2012-03-21,7,8,16,26,34,7,11
12031,2012-03-19,19,21,23,25,30,3,8
12030,2012-03-17,3,21,22,26,32,1,3
12029,2012-03-14,4,7,8,18,29,7,10
12028,2012-03-12,10,12,15,33,34,3,10
12027,2012-03-10,3,10,11,22,31,5,7
12026,2012-03-07,10,11,22,23,29,2,9
12025,2012-03-05,1,2,5,12,27,4,7
12024,2012-03-03,3,11,17,21,30,3,7
12023,2012-02-29,7,9,17,29,35,9,10
12022,2012-02-27,7,12,20,33,35,1,10
12021,2012-02-25,10,15,21,31,34,7,8
12020,2012-02-22,12,14,27,29,34,3,6
12019,2012-02-20,7,9,17,30,34,1,12
12018,2012-02-18,3,10,14,29,31,4,8
12017,2012-02-15,6,11,22,29,34,3,12
12016,2012-02-13,5,14,20,29,31,8,12
12015,2012-02-11,12,13,24,26,33,6,8
12014,2012-02-08,10,14,24,30,32,1,12
12013,2012-02-06,7,8,11,12,24,1,2
12012,2012-02-04,6,18,22,30,35,2,7
12011,2012-02-01,5,19,22,29,30,2,4
12010,2012-01-30,25,26,29,32,34,5,7
12009,2012-01-21,6,14,20,29,35,9,10
12008,2012-01-18,6,8,30,31,32,1,11
12007,2012-01-16,4,5,13,17,25,7,10
12006,2012-01-14,3,20,22,25,27,1,9
12005,2012-01-11,1,2,29,31,33,7,12
12004,2012-01-09,10,11,22,31,32,6,7
12003,2012-01-07,16,22,24,33,34,3,10
12002,2012-01-04,3,11,14,26,29,7,8
12001,2012-01-02,7,27,28,32,33,1,12
11154,2011-12-31,4,12,16,20,28,8,11
11153,2011-12-28,6,22,29,30,35,3,5
11152,2011-12-26,1,4,6,21,35,2,11
11151,2011-12-24,7,11,14,20,27,3,10
11150,2011-12-21,13,22,30,33,34,6,12
11149,2011-12-19,2,7,12,29,31,3,5
11148,2011-12-17,7,10,11,26,31,3,4
11147,2011-12-14,1,15,16,27,28,2,7
11146,2011-12-12,9,13,19,29,34,2,11
11145,2011-12-10,7,15,19,24,29,4,6
11144,2011-12-07,7,18,24,28,33,2,3
11143,2011-12-05,8,9,12,25,33,7,10
11142,2011-12-03,4,26,30,33,34,4,6
11141,2011-11-30,2,11,19,22,35,10,12
11140,2011-11-28,1,12,32,33,34,9,11
11139,2011-11-26,4,6,10,15,16,3,4
11138,2011-11-23,17,23,26,30,32,6,12
11137,2011-11-21,2,15,18,23,31,1,2
11136,2011-11-19,8,9,11,19,33,3,12
11135,2011-11-16,6,22,29,33,35,3,12
11134,2011-11-14,1,10,12,14,17,9,10
11133,2011-11-12,4,11,23,26,35,3,12
11132,2011-11-09,12,14,16,19,33,2,9
11131,2011-11-07,3,5,12,18,33,7,11
11130,2011-11-05,8,9,13,23,35,11,12
11129,2011-11-02,1,7,13,18,23,4,8
11128,2011-10-31,3,4,6,11,13,1,2
11127,2011-10-29,1,11,22,26,29,5,8
11126,2011-10-26,7,17,29,30,33,10,12
11125,2011-10-24,7,10,27,34,35,10,12
11124,2011-10-22,8,12,14,20,25,6,8
11123,2011-10-19,10,14,18,19,35,1,6
11122,2011-10-17,3,8,23,24,34,5,12
11121,2011-10-15,2,3,30,31,33,3,9
11120,2011-10-12,20,25,26,30,31,9,10
11119,2011-10-10,4,15,20,26,31,6,12
11118,2011-10-08,4,7,11,32,35,5,7
11117,2011-10-05,10,12,28,32,33,3,5
11116,2011-10-03,10,15,18,19,26,7,12
11115,2011-10-01,17,26,30,31,35,6,11
11114,2011-09-28,6,8,17,27,35,2,11
11113,2011-09-26,4,5,7,10,12,4,5
11112,2011-09-24,6,17,28,32,33,8,12
11111,2011-09-21,2,11,13,23,31,11,12
11110,2011-09-19,30,31,33,34,35,4,7
11109,2011-09-17,1,11,12,22,34,8,10
11108,2011-09-14,7,15,18,24,28,1,7
11107,2011-09-12,2,6,18,30,32,1,8
11106,2011-09-10,1,9,29,30,35,5,9
11105,2011-09-07,2,11,26,32,33,5,12
11104,2011-09-05,7,19,27,28,34,2,5
11103,2011-09-03,3,4,26,29,34,1,3
11102,2011-08-31,19,24,28,31,34,4,12
11101,2011-08-29,5,12,20,28,30,3,7
11100,2011-08-27,8,11,13,28,33,8,9
11099,2011-08-24,2,6,9,12,20,5,8
11098,2011-08-22,6,7,28,33,35,1,10
11097,2011-08-20,4,19,28,31,33,11,12
11096,2011-08-17,3,8,20,24,25,1,2
11095,2011-08-15,9,12,17,19,29,6,11
11094,2011-08-13,11,21,22,32,34,4,8
11093,2011-08-10,4,6,8,19,31,10,11
11092,2011-08-08,10,17,19,32,33,1,12
11091,2011-08-06,11,17,23,29,30,6,8
11090,2011-08-03,2,4,29,30,34,5,8
11089,2011-08-01,5,6,23,27,34,3,4
11088,2011-07-30,20,21,27,29,35,3,8
11087,2011-07-27,6,13,20,25,34,7,9
11086,2011-07-25,4,5,6,9,15,1,6
11085,2011-07-23,2,17,19,21,22,3,10
11084,2011-07-20,14,29,31,34,35,1,12
11083,2011-07-18,6,8,18,20,24,4,8
11082,2011-07-16,7,20,25,30,32,5,9
11081,2011-07-13,4,13,20,21,35,2,9
11080,2011-07-11,5,12,30,31,32,1,3
11079,2011-07-09,1,3,23,30,31,2,10
11078,2011-07-06,4,9,16,27,30,2,6
11077,2011-07-04,5,8,19,33,34,1,12
11076,2011-07-02,18,23,25,29,30,1,2
11075,2011-06-29,6,9,20,23,28,6,10
11074,2011-06-27,7,16,23,28,31,3,6
11073,2011-06-25,13,19,20,22,33,5,11
11072,2011-06-22,3,11,13,20,35,3,8
11071,2011-06-20,27,31,33,34,35,4,6
11070,2011-06-18,9,19,22,29,30,2,8
11069,2011-06-15,3,5,28,29,33,4,12
11068,2011-06-13,1,13,16,18,32,7,9
11067,2011-06-11,10,17,22,24,32,3,10
11066,2011-06-08,6,13,18,20,33,9,10
11065,2011-06-06,3,11,14,25,34,1,4
11064,2011-06-04,1,6,27,30,34,1,6
11063,2011-06-01,10,17,18,26,32,1,5
11062,2011-05-30,6,10,17,20,21,3,7
11061,2011-05-28,6,7,16,18,20,4,10
11060,2011-05-25,3,25,29,32,34,9,10
11059,2011-05-23,9,16,21,29,34,7,10
11058,2011-05-21,1,9,27,32,33,3,6
11057,2011-05-18,7,11,30,31,34,9,12
11056,2011-05-16,3,5,29,30,31,8,10
11055,2011-05-14,1,7,31,32,35,2,10
11054,2011-05-11,5,9,16,26,35,3,10
11053,2011-05-09,3,16,28,31,32,1,9
11052,2011-05-07,13,24,31,32,33,3,9
11051,2011-05-04,6,8,12,17,18,5,10
11050,2011-05-02,4,7,29,32,33,8,10
11049,2011-04-30,5,6,10,22,25,1,9
11048,2011-04-27,13,17,25,27,28,2,3
11047,2011-04-25,2,15,22,33,35,5,8
11046,2011-04-23,9,15,16,19,29,4,6
11045,2011-04-20,13,21,22,29,31,7,11
11044,2011-04-18,11,21,24,26,31,6,7
11043,2011-04-16,2,8,23,33,35,5,10
11042,2011-04-13,6,9,18,30,32,10,12
11041,2011-04-11,4,5,11,13,25,3,6
11040,2011-04-09,3,7,15,18,20,1,6
11039,2011-04-06,1,11,14,22,34,6,8
11038,2011-04-04,7,9,11,13,33,10,12
11037,2011-04-02,1,12,14,22,24,10,12
11036,2011-03-30,3,18,29,30,33,8,9
11035,2011-03-28,3,4,13,15,32,4,9
11034,2011-03-26,3,6,9,17,27,3,9
11033,2011-03-23,3,19,24,29,33,3,9
11032,2011-03-21,7,16,23,31,33,3,10
11031,2011-03-19,12,17,19,22,35,4,11
11030,2011-03-16,15,19,25,30,33,3,8
11029,2011-03-14,3,9,17,24,28,6,12
11028,2011-03-12,1,2,13,17,28,1,4
11027,2011-03-09,5,14,25,34,35,2,5
11026,2011-03-07,1,9,15,20,29,7,9
11025,2011-03-05,8,9,25,28,29,2,10
11024,2011-03-02,12,15,16,20,33,8,12
11023,2011-02-28,5,13,16,18,24,2,12
11022,2011-02-26,9,14,24,25,34,1,4
11021,2011-02-23,1,9,13,17,30,2,8
11020,2011-02-21,9,12,19,22,28,1,5
11019,2011-02-19,8,21,23,27,33,6,11
11018,2011-02-16,16,22,24,32,34,2,10
11017,2011-02-14,16,19,24,26,31,2,4
11016,2011-02-12,15,20,30,33,35,6,9
11015,2011-02-09,8,18,19,22,23,1,3
11014,2011-01-31,2,14,20,21,24,2,9
11013,2011-01-29,5,8,14,28,30,4,6
11012,2011-01-26,3,12,19,25,30,8,11
11011,2011-01-24,2,17,23,24,30,2,9
11010,2011-01-22,4,8,10,14,27,5,7
11009,2011-01-19,9,10,11,14,24,3,8
11008,2011-01-17,1,23,26,27,30,5,6
11007,2011-01-15,14,24,32,33,35,2,9
11006,2011-01-12,2,8,16,26,35,11,12
11005,2011-01-10,1,7,25,27,30,7,12
11004,2011-01-08,7,8,10,23,25,7,9
11003,2011-01-05,1,24,27,30,31,1,6
11002,2011-01-03,11,13,27,28,29,2,6
11001,2011-01-01,7,8,15,32,34,5,12
10153,2010-12-29,6,7,16,24,35,4,6
10152,2010-12-27,2,5,18,22,23,7,12
10151,2010-12-25,1,10,32,33,35,3,8
10150,2010-12-22,5,24,28,29,35,1,9
10149,2010-12-20,5,22,24,25,30,1,6
10148,2010-12-18,3,4,8,10,35,2,6
10147,2010-12-15,1,15,19,21,23,11,12
10146,2010-12-13,14,17,30,31,34,4,10
10145,2010-12-11,18,19,27,28,33,3,6
10144,2010-12-08,2,11,16,22,31,10,11
10143,2010-12-06,10,16,18,22,27,6,8
10142,2010-12-04,10,11,19,21,27,4,6
10141,2010-12-01,5,11,17,23,33,3,10
10140,2010-11-29,6,18,20,30,31,3,6
10139,2010-11-27,3,13,16,19,29,7,9
10138,2010-11-24,8,12,14,19,27,5,6
10137,2010-11-22,22,27,28,33,35,9,11
10136,2010-11-20,3,13,18,30,33,7,8
10135,2010-11-17,14,17,19,26,32,3,4
10134,2010-11-15,9,12,13,19,30,4,5
